ranked_id	hap	fit	model	N_max	r/s
H093	11010000100000111001	0.7449304446769838	nk	12	1.5044689594517826
H094	01011100000001011101	0.7445352559106247	nk	12	1.5044689594517826
H095	10010011010001011001	0.7440839703667919	nk	12	1.5044689594517826
H096	01011011000011011001	0.7436506993664728	nk	12	1.5044689594517826
H097	10011011010101011001	0.7431627039942666	nk	12	1.5044689594517826
H098	10110010001001011001	0.7426850726553329	nk	12	1.5044689594517826
H099	01010000101101001001	0.7422658044193858	nk	12	1.5044689594517826
H100	11011100100101010001	0.741813938115659	nk	12	1.5044689594517826
H101	10101010001101011001	0.7413538410158537	nk	12	1.5044689594517826
H102	11011010100100001011	0.7408051025274031	nk	12	1.5044689594517826
H103	10011001101101010101	0.7403896575898808	nk	12	1.5044689594517826
H104	11000001110010001101	0.7399867737902426	nk	12	1.5044689594517826
H105	10111111010001111100	0.7395351271547694	nk	12	1.5044689594517826
H106	11110100100011111000	0.7390959414423056	nk	12	1.5044689594517826
H107	11110010000000000101	0.7386493519147217	nk	12	1.5044689594517826
H108	11000111100101011001	0.7382657812518943	nk	12	1.5044689594517826
H109	00011100101000111000	0.7379311170079861	nk	12	1.5044689594517826
H110	11000001000101000111	0.7375890009037334	nk	12	1.5044689594517826
H111	11000000001100000101	0.7372133394387368	nk	12	1.5044689594517826
H112	10001001100101111101	0.7368213291955102	nk	12	1.5044689594517826
H113	11111011000001001111	0.7364431914410016	nk	12	1.5044689594517826
H114	11110110000000001101	0.7360602838721563	nk	12	1.5044689594517826
H115	00011100101001111001	0.7356726874063981	nk	12	1.5044689594517826
H116	10011100100100101100	0.7352375256066318	nk	12	1.5044689594517826
H117	11100101101001011001	0.7348445405924203	nk	12	1.5044689594517826
H118	01000000011101011101	0.734455249685163	nk	12	1.5044689594517826
H119	10011011110010101001	0.7340451052308715	nk	12	1.5044689594517826
H120	11010011100001101101	0.733652293127448	nk	12	1.5044689594517826
H121	11010100000000101000	0.733257944020215	nk	12	1.5044689594517826
H122	11010100100100000101	0.732866571657805	nk	12	1.5044689594517826
H123	01010111110101011000	0.732472148142469	nk	12	1.5044689594517826
H124	01000000101100000001	0.7320760771084603	nk	12	1.5044689594517826
H125	11000000101111000001	0.7317206881871663	nk	12	1.5044689594517826
H126	10110001000101001101	0.7313305336534681	nk	12	1.5044689594517826
H127	10000010101011011001	0.7310101033004636	nk	12	1.5044689594517826
H128	10111110100010101000	0.7306750157315193	nk	12	1.5044689594517826
H129	01000001000001001101	0.7303323685255592	nk	12	1.5044689594517826
H130	10011010100100110001	0.7300171317846987	nk	12	1.5044689594517826
H131	10000001110001011001	0.7296855848257642	nk	12	1.5044689594517826
H132	00001011000101011001	0.7293204283967945	nk	12	1.5044689594517826
H133	11110110101001101000	0.7289612412937283	nk	12	1.5044689594517826
H134	11110011010001111001	0.7286058034201844	nk	12	1.5044689594517826
H135	11111000101001011101	0.7282865120551425	nk	12	1.5044689594517826
H136	11010101100001001011	0.7279492172611962	nk	12	1.5044689594517826
H137	11110001010001001011	0.7275665313284327	nk	12	1.5044689594517826
H138	01010101100001110000	0.7271758832074771	nk	12	1.5044689594517826
H139	10000010000001111001	0.7268211903462276	nk	12	1.5044689594517826
H140	11000001101101010111	0.7264932015980423	nk	12	1.5044689594517826
H141	10011001000101010111	0.726173147703828	nk	12	1.5044689594517826
H142	10001010000101111001	0.7258999239737022	nk	12	1.5044689594517826
H143	10111011110011011101	0.7255816684611077	nk	12	1.5044689594517826
H144	11000111101000001001	0.7252146061811212	nk	12	1.5044689594517826
H145	10011111100000101010	0.7248612486869094	nk	12	1.5044689594517826
H146	11010001110001000101	0.7245454673056381	nk	12	1.5044689594517826
H147	00011000101001011111	0.7242416129399449	nk	12	1.5044689594517826
H148	01011010100101000001	0.7239419405121222	nk	12	1.5044689594517826
H149	11110100001001011000	0.723671982300111	nk	12	1.5044689594517826
H150	11110011001100001001	0.723366460504269	nk	12	1.5044689594517826
H151	01011010100011111001	0.7230598608805556	nk	12	1.5044689594517826
H152	00011011000001110101	0.7227300041318699	nk	12	1.5044689594517826
H153	10110000110000001001	0.7224414925128847	nk	12	1.5044689594517826
H154	10110000000001010001	0.72214247091507	nk	12	1.5044689594517826
H155	01100000101000011001	0.7218531317031069	nk	12	1.5044689594517826
H156	00011010110001001001	0.7215868028184823	nk	12	1.5044689594517826
H157	00011010000001111011	0.721279059555552	nk	12	1.5044689594517826
H158	10001001101001111100	0.7209610278225321	nk	12	1.5044689594517826
H159	10101001101001001001	0.7206759600067778	nk	12	1.5044689594517826
H160	11110010110100011001	0.7204049063376631	nk	12	1.5044689594517826
H161	10111000100001100001	0.7201171937115645	nk	12	1.5044689594517826
H162	11010011010111001001	0.7198382194811029	nk	12	1.5044689594517826
H163	10011011110001011111	0.7195563096000653	nk	12	1.5044689594517826
H164	11110101000001101110	0.7193038787477636	nk	12	1.5044689594517826
H165	11110001010000101101	0.7190371572814699	nk	12	1.5044689594517826
H166	01010010110000001011	0.7187333675338748	nk	12	1.5044689594517826
H167	10011010000001010101	0.7184885285027354	nk	12	1.5044689594517826
H168	10011010000011101001	0.7182031467627531	nk	12	1.5044689594517826
H169	11010010010100000001	0.7179483599644845	nk	12	1.5044689594517826
H170	11010110100111000001	0.7176406627130085	nk	12	1.5044689594517826
H171	01010010110000011101	0.7173685762259	nk	12	1.5044689594517826
H172	11100010100100000011	0.7170662444062267	nk	12	1.5044689594517826
H173	01011110000101011001	0.716746857227667	nk	12	1.5044689594517826
H174	10001011100011111001	0.7164741336061865	nk	12	1.5044689594517826
H175	11010000011101011101	0.7161916798717871	nk	12	1.5044689594517826
H176	01010011100000011011	0.7159527556417119	nk	12	1.5044689594517826
H177	10111001000011101101	0.7156736679240755	nk	12	1.5044689594517826
H178	11011001000010001101	0.7154085181474282	nk	12	1.5044689594517826
H179	11100010100101000011	0.7151536656890617	nk	12	1.5044689594517826
H180	00011001110000001101	0.7148663346928598	nk	12	1.5044689594517826
H181	10110101000000101110	0.7145959121854472	nk	12	1.5044689594517826
H182	01000001000100011101	0.7143156229345254	nk	12	1.5044689594517826
H183	01110011000001001001	0.7140169210904571	nk	12	1.5044689594517826
H184	11011001001101011101	0.7137514604170311	nk	12	1.5044689594517826
H185	00000011110101011001	0.7134890028232252	nk	12	1.5044689594517826
H186	11010010000000101101	0.7132409087020358	nk	12	1.5044689594517826
H187	01010000101010001001	0.7129537525556446	nk	12	1.5044689594517826
H188	01010111000001010001	0.7127134582420487	nk	12	1.5044689594517826
H189	11011000101001001101	0.7124231594058202	nk	12	1.5044689594517826
H190	00011011100100000001	0.7121760039122628	nk	12	1.5044689594517826
H191	00011000000100011101	0.7119285788347676	nk	12	1.5044689594517826
H192	10111011111001111001	0.7116927967227472	nk	12	1.5044689594517826
H193	10000000100001010001	0.7114617117413014	nk	12	1.5044689594517826
H194	11010011100111011111	0.7112138178461408	nk	12	1.5044689594517826
H195	10001101100001101100	0.7109544271512002	nk	12	1.5044689594517826
H196	11110100100001000001	0.7106842107763666	nk	12	1.5044689594517826
H197	01000001111001011011	0.7104094107152186	nk	12	1.5044689594517826
H198	11010001000010000101	0.7101391185950089	nk	12	1.5044689594517826
H199	01010100000011011000	0.7098943549957483	nk	12	1.5044689594517826
H200	11100000111101010001	0.7096495268644781	nk	12	1.5044689594517826
H201	00010111101011111000	0.7093873130247537	nk	12	1.5044689594517826
H202	00111001000101110001	0.7091121393446593	nk	12	1.5044689594517826
H203	10010011100111111001	0.7088448290417444	nk	12	1.5044689594517826
H204	10111011100100000101	0.708592508559951	nk	12	1.5044689594517826
H205	10111011110000001111	0.7083274270946635	nk	12	1.5044689594517826
H206	11111001000100001001	0.7080932583164258	nk	12	1.5044689594517826
H207	00011011110100011001	0.7078144453762433	nk	12	1.5044689594517826
H208	01011010100001111000	0.7075704510384907	nk	12	1.5044689594517826
H209	11011100100000101000	0.7073357935331285	nk	12	1.5044689594517826
H210	10010001000100000111	0.7071147112184318	nk	12	1.5044689594517826
H211	01000000010101010001	0.7068606234368344	nk	12	1.5044689594517826
H212	00001011000101111001	0.7066185030171062	nk	12	1.5044689594517826
H213	11010000000101101101	0.7063760744711702	nk	12	1.5044689594517826
H214	11100101001001011001	0.7061340937469102	nk	12	1.5044689594517826
H215	10011111101001110000	0.705904694646186	nk	12	1.5044689594517826
H216	11000011111111010001	0.7056853747309514	nk	12	1.5044689594517826
H217	00011110110001011000	0.7054701961556501	nk	12	1.5044689594517826
H218	00011000100000101011	0.7052769579699819	nk	12	1.5044689594517826
H219	11000100000101011101	0.705064383117735	nk	12	1.5044689594517826
H220	00010011100001111011	0.7048082095377408	nk	12	1.5044689594517826
H221	11011000100010011001	0.7045894871038575	nk	12	1.5044689594517826
H222	10011010101000001101	0.7043734777528611	nk	12	1.5044689594517826
H223	11000000001101010111	0.7041692384554651	nk	12	1.5044689594517826
H224	00001100100101111001	0.7039229870268524	nk	12	1.5044689594517826
H225	01010000001011011111	0.7037204489829789	nk	12	1.5044689594517826
H226	01110000110001011011	0.7034797112623014	nk	12	1.5044689594517826
H227	10010010000011011101	0.7032976118009736	nk	12	1.5044689594517826
H228	00011011110000101001	0.7030418443047537	nk	12	1.5044689594517826
H229	00101110001101111000	0.702799288271328	nk	12	1.5044689594517826
H230	10010011100001010101	0.702542801414111	nk	12	1.5044689594517826
H231	01010010100001110000	0.702301051486071	nk	12	1.5044689594517826
H232	11011111100001011000	0.7020801400968966	nk	12	1.5044689594517826
H233	11011101100001001101	0.7018821950723428	nk	12	1.5044689594517826
H234	11100001100011001111	0.7016706720468406	nk	12	1.5044689594517826
H235	10011111000001111101	0.7014674010089749	nk	12	1.5044689594517826
H236	11000101101101011100	0.7012591064427476	nk	12	1.5044689594517826
H237	11010110100010011001	0.7010518590297308	nk	12	1.5044689594517826
H238	10001100100001001001	0.7008388450294087	nk	12	1.5044689594517826
H239	10110001110101111101	0.7006273133909041	nk	12	1.5044689594517826
H240	11010110100001010101	0.7004077174019335	nk	12	1.5044689594517826
H241	10110001000101011111	0.7001990113873615	nk	12	1.5044689594517826
H242	11110110111001011001	0.7000154256387544	nk	12	1.5044689594517826
H243	00001110001001110000	0.6998204098219212	nk	12	1.5044689594517826
H244	11000011010001011111	0.6996193905572461	nk	12	1.5044689594517826
H245	10100001101001111101	0.6994512378256931	nk	12	1.5044689594517826
H246	01000011100011011111	0.6992469672597114	nk	12	1.5044689594517826
H247	11010010100100100011	0.6990381321547608	nk	12	1.5044689594517826
H248	10110001110011111101	0.6988487539402447	nk	12	1.5044689594517826
H249	10011001000011001001	0.6986292765846573	nk	12	1.5044689594517826
H250	10011001100110101001	0.6984027695687239	nk	12	1.5044689594517826
H251	10010101100101100000	0.6981893772963463	nk	12	1.5044689594517826
H252	10001000000101001001	0.6979775209320036	nk	12	1.5044689594517826
H253	11010101010011001101	0.6977680113728415	nk	12	1.5044689594517826
H254	11010100001001001001	0.6975923129966624	nk	12	1.5044689594517826
H255	10011010100010001111	0.6973976418254286	nk	12	1.5044689594517826
H256	01010111000111011101	0.6971848381223843	nk	12	1.5044689594517826
H257	10001000100001010101	0.6969499845363601	nk	12	1.5044689594517826
H258	00011111110001111110	0.6967735495531993	nk	12	1.5044689594517826
H259	00010001010101111001	0.6965437839428493	nk	12	1.5044689594517826
H260	01000001000001010111	0.6963527976062139	nk	12	1.5044689594517826
H261	11000101101101010000	0.6961233611523355	nk	12	1.5044689594517826
H262	01100010010001011101	0.6959342010290607	nk	12	1.5044689594517826
H263	01010100000001110100	0.6957463101699258	nk	12	1.5044689594517826
H264	10101000001101110101	0.6955570169542602	nk	12	1.5044689594517826
H265	01110111000001011000	0.6953513000033746	nk	12	1.5044689594517826
H266	11100100100101001001	0.6951562726162261	nk	12	1.5044689594517826
H267	10111011100110001001	0.6949853982180624	nk	12	1.5044689594517826
H268	10001101101001011101	0.6947795609311518	nk	12	1.5044689594517826
H269	11110100100111001001	0.6945720277020793	nk	12	1.5044689594517826
H270	10110000100101000101	0.6943790747731181	nk	12	1.5044689594517826
H271	01000110101000011000	0.6941803992066425	nk	12	1.5044689594517826
H272	00000011100101010101	0.6939960575731646	nk	12	1.5044689594517826
H273	10010001100000111101	0.6937983478898523	nk	12	1.5044689594517826
H274	10110111000000101000	0.6936064953782646	nk	12	1.5044689594517826
H275	11000010101011000001	0.6934304643588148	nk	12	1.5044689594517826
H276	01001000010001011101	0.6932724666183724	nk	12	1.5044689594517826
H277	11100000000011011111	0.6930913832804295	nk	12	1.5044689594517826
H278	01000101010011011101	0.6929136930832146	nk	12	1.5044689594517826
H279	11110011010010011101	0.6927438511449112	nk	12	1.5044689594517826
H280	10000010110101011001	0.6925710795941014	nk	12	1.5044689594517826
H281	11001001001001001111	0.6923961156158079	nk	12	1.5044689594517826
H282	11110111101001111100	0.692193638075723	nk	12	1.5044689594517826
H283	11000100001000001101	0.6920132080469621	nk	12	1.5044689594517826
H284	10000000000001001101	0.6918170689046176	nk	12	1.5044689594517826
H285	10100000001001001001	0.691650778966992	nk	12	1.5044689594517826
H286	01010101000101010000	0.6914716887785923	nk	12	1.5044689594517826
H287	11110111010001011000	0.6912899721448985	nk	12	1.5044689594517826
H288	11000001000101111101	0.6911180870297059	nk	12	1.5044689594517826
H289	11010111000101000101	0.6909310605650223	nk	12	1.5044689594517826
H290	10010011110000001011	0.6907323219902202	nk	12	1.5044689594517826
H291	11010100101000001011	0.6905441535206199	nk	12	1.5044689594517826
H292	11110010100101110101	0.6903624824834144	nk	12	1.5044689594517826
H293	00010011110001011011	0.690194603324745	nk	12	1.5044689594517826
H294	00010101110111111100	0.6900170989205469	nk	12	1.5044689594517826
H295	11110100100101010100	0.689834366722405	nk	12	1.5044689594517826
H296	11010110101001111001	0.6896708468952064	nk	12	1.5044689594517826
H297	11011010110100000001	0.6894771950531479	nk	12	1.5044689594517826
H298	01010111010111011101	0.6893153776599475	nk	12	1.5044689594517826
H299	10101011000101111101	0.6891317440449983	nk	12	1.5044689594517826
H300	11001001100101001101	0.6889433249547678	nk	12	1.5044689594517826
H301	01001100100001011101	0.6887580108542234	nk	12	1.5044689594517826
H302	11000001010100001001	0.6885681324613102	nk	12	1.5044689594517826
H303	10111101100010101000	0.6883992201737354	nk	12	1.5044689594517826
H304	11000100101001001011	0.6882216095365006	nk	12	1.5044689594517826
H305	10010010101000011001	0.6880600658033813	nk	12	1.5044689594517826
H306	11000100100011011101	0.6878938497509133	nk	12	1.5044689594517826
H307	10101011101100001001	0.6877184216410741	nk	12	1.5044689594517826
H308	10110111110000101000	0.687550425055341	nk	12	1.5044689594517826
H309	10101100101010101000	0.687376572990168	nk	12	1.5044689594517826
H310	11110010011111011001	0.6872279348917687	nk	12	1.5044689594517826
H311	01110011000011010001	0.6870567741531146	nk	12	1.5044689594517826
H312	10001011110010001001	0.6869156883400735	nk	12	1.5044689594517826
H313	00001110111001111100	0.6867617473851289	nk	12	1.5044689594517826
H314	10010010110001001011	0.686575355124261	nk	12	1.5044689594517826
H315	10011101001101101100	0.686424063226086	nk	12	1.5044689594517826
H316	10011010100001000101	0.6862391368162909	nk	12	1.5044689594517826
H317	00010111100001111010	0.6860538397902329	nk	12	1.5044689594517826
H318	10011101010011101100	0.6858976101362818	nk	12	1.5044689594517826
H319	11001001100100000001	0.6857201583815209	nk	12	1.5044689594517826
H320	01001001000001010101	0.6855628476111965	nk	12	1.5044689594517826
H321	10011011101011001001	0.6854313138611643	nk	12	1.5044689594517826
H322	10110001111001011101	0.6852475968796518	nk	12	1.5044689594517826
H323	10110001100111010001	0.6850934378882313	nk	12	1.5044689594517826
H324	10001000001100001101	0.6849571597581218	nk	12	1.5044689594517826
H325	01000000000100001101	0.6847841247105049	nk	12	1.5044689594517826
H326	11000100100101101000	0.684625877103404	nk	12	1.5044689594517826
H327	11101011100011011001	0.6844594820147656	nk	12	1.5044689594517826
H328	11011001110111010101	0.6842655423393378	nk	12	1.5044689594517826
H329	11100100101011011000	0.6841058911182843	nk	12	1.5044689594517826
H330	10010001000111111101	0.6839132968360776	nk	12	1.5044689594517826
H331	10111011100100101111	0.6837500767039322	nk	12	1.5044689594517826
H332	01011001100100000001	0.683578723671503	nk	12	1.5044689594517826
H333	10011110100000000001	0.6834092448238451	nk	12	1.5044689594517826
H334	10011100100000101111	0.6832665759637622	nk	12	1.5044689594517826
H335	11000110100001111100	0.6831002040814903	nk	12	1.5044689594517826
H336	11111100000001111100	0.6829453877956143	nk	12	1.5044689594517826
H337	10111001110110001001	0.6827950982347676	nk	12	1.5044689594517826
H338	10001000100000100001	0.6826385664094511	nk	12	1.5044689594517826
H339	10111101001101110000	0.68249532095357	nk	12	1.5044689594517826
H340	00001011110001111000	0.6823427272517678	nk	12	1.5044689594517826
H341	00001011101011111101	0.6821803111137722	nk	12	1.5044689594517826
H342	11110010011010001001	0.6820279813121317	nk	12	1.5044689594517826
H343	01110000000011011011	0.6818685530105619	nk	12	1.5044689594517826
H344	11110100001101110100	0.6817194136388651	nk	12	1.5044689594517826
H345	11100111010001011101	0.6815741861208432	nk	12	1.5044689594517826
H346	11111011011001011001	0.6814078345370235	nk	12	1.5044689594517826
H347	11100011100011001101	0.6812648181942813	nk	12	1.5044689594517826
H348	10111011001101111001	0.6811069248661937	nk	12	1.5044689594517826
H349	01011100101101110000	0.6809493034784204	nk	12	1.5044689594517826
H350	00110000110001011101	0.6807967815258986	nk	12	1.5044689594517826
H351	11010010101110011001	0.6806717326879743	nk	12	1.5044689594517826
H352	11000001100011111001	0.6805041491336086	nk	12	1.5044689594517826
H353	11000010100001000101	0.6803563149875562	nk	12	1.5044689594517826
H354	01110001001101010111	0.6801980790703029	nk	12	1.5044689594517826
H355	11110000100001001000	0.6800449653436917	nk	12	1.5044689594517826
H356	00111000110101011101	0.6798755151533732	nk	12	1.5044689594517826
H357	11000101001001101110	0.6797230623736716	nk	12	1.5044689594517826
H358	11011100000001001101	0.6795582319297657	nk	12	1.5044689594517826
H359	11000100111001001001	0.6794212682016205	nk	12	1.5044689594517826
H360	11111011000011001001	0.6792768885392125	nk	12	1.5044689594517826
H361	11000001111110001111	0.6791117484579133	nk	12	1.5044689594517826
H362	11110100100101011011	0.6789744054145482	nk	12	1.5044689594517826
H363	10011110100101001000	0.6788170913494687	nk	12	1.5044689594517826
H364	01001011111111011001	0.6786615147890033	nk	12	1.5044689594517826
H365	10000001011001111101	0.6785217452701319	nk	12	1.5044689594517826
H366	10001001000100101101	0.678376321798062	nk	12	1.5044689594517826
H367	11000010001110000001	0.6782003101748734	nk	12	1.5044689594517826
H368	10010011100100100101	0.6780610292002686	nk	12	1.5044689594517826
H369	01000011100101110101	0.677914677472958	nk	12	1.5044689594517826
H370	11010000101101110101	0.6777687213299803	nk	12	1.5044689594517826
H371	10111101110101110100	0.6776150677352228	nk	12	1.5044689594517826
H372	10001110001101100000	0.6774544491902719	nk	12	1.5044689594517826
H373	00001010001111010001	0.6773162349968158	nk	12	1.5044689594517826
H374	10010110111000101000	0.6771785352042146	nk	12	1.5044689594517826
H375	10010010110110001001	0.6770419956268368	nk	12	1.5044689594517826
H376	10110010000100001111	0.6769016981146478	nk	12	1.5044689594517826
H377	01010011100100011011	0.6767617990379854	nk	12	1.5044689594517826
H378	00111000000001001101	0.6766207987648628	nk	12	1.5044689594517826
H379	11110001110100000011	0.676471034148006	nk	12	1.5044689594517826
H380	10011111100101111101	0.6763305416193324	nk	12	1.5044689594517826
H381	00011101100101101000	0.67617863130818	nk	12	1.5044689594517826
H382	10110101001000101110	0.6760282742319081	nk	12	1.5044689594517826
H383	00101000100101010101	0.6758667079001551	nk	12	1.5044689594517826
H384	11101001001001011111	0.6757006537407664	nk	12	1.5044689594517826
H385	10000001101100001001	0.6755680281402215	nk	12	1.5044689594517826
H386	01010100100101110010	0.6754252042209196	nk	12	1.5044689594517826
H387	00001010001101110000	0.6752808458919413	nk	12	1.5044689594517826
H388	01010010001101000001	0.6751405069287915	nk	12	1.5044689594517826
H389	11111000100011001111	0.6750071872271811	nk	12	1.5044689594517826
H390	11100000100100101001	0.6748526893168695	nk	12	1.5044689594517826
H391	00011011100110011001	0.6747143897842942	nk	12	1.5044689594517826
H392	00010101110011011101	0.674580921894832	nk	12	1.5044689594517826
H393	00011011000011010001	0.6744327793723022	nk	12	1.5044689594517826
H394	00010101000101111110	0.6742640237626465	nk	12	1.5044689594517826
H395	01011100000011011101	0.6741196687259917	nk	12	1.5044689594517826
H396	10111011100100101011	0.6739845255794834	nk	12	1.5044689594517826
H397	10111101110101101100	0.6738391449740688	nk	12	1.5044689594517826
H398	00011011000100010001	0.6736838399574747	nk	12	1.5044689594517826
H399	01010010110111011111	0.6735486823498207	nk	12	1.5044689594517826
H400	01010000010011001101	0.6734094530347625	nk	12	1.5044689594517826
H401	10110001010000101001	0.6732735084364809	nk	12	1.5044689594517826
H402	11011000110010001101	0.6731239447848627	nk	12	1.5044689594517826
H403	10001011000001011111	0.6729864017081786	nk	12	1.5044689594517826
H404	10010001110100101111	0.6728436922212804	nk	12	1.5044689594517826
H405	00011100001111111100	0.6727156340938193	nk	12	1.5044689594517826
H406	10010101110101101000	0.6725661864647988	nk	12	1.5044689594517826
H407	10010100100100101001	0.6724201938024437	nk	12	1.5044689594517826
H408	11111010101000001011	0.6722833243852553	nk	12	1.5044689594517826
H409	01110000101011010001	0.6721287390200251	nk	12	1.5044689594517826
H410	11010001001101110101	0.6719844900443884	nk	12	1.5044689594517826
