Generation	String	Fitness	Landscape	Algorithm
25	1110100001111101111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
25	1110100001111111111101100110111001010000000011110110011101111110101111000011011011001111100100110001	51	Additive	novelty
25	1110100001111111111101100110110001010000000001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
25	1110100001111111111101100110111001010000000001110110011101111010101111000011011011001111100100110001	53	Additive	novelty
25	1110100001111111111101100110111001010000000001110110011101111110100111000011011011001111100100110001	51	Additive	novelty
25	1110100001111111111101100110111001010000000001110110011111111110101111000011011011001111100100110001	51	Additive	novelty
25	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
26	1110000001111111111101100110111001010000000001110110011100111110101111000011011011001111100100110001	54	Additive	novelty
26	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100110110001	54	Additive	novelty
26	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001101100100110001	52	Additive	novelty
26	1110000001111111111101100110111001010010000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
26	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100111001	52	Additive	novelty
26	1110000001111111111101100110111001010000000001110110011101111110101111000011011011000111100100110001	54	Additive	novelty
26	1110000001110111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
26	1110000001111101111101100110111001010000000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
26	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
26	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
27	1110100001111111111101100010111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
27	1110100001111111111101100110101001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
27	1110100001101111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
27	1110100001111101111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
27	1110100001111111111101100110111001010000000001100110011101111110101111000011011011001111100100110001	53	Additive	novelty
27	1110100001111111111101100111111001010000000001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
27	1110100001111111111101100110111001010000000001110110011101111110111111000011011011001111100100110001	51	Additive	novelty
27	1110100001111111011101100110111001010000000001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
27	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
27	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
28	1110000001111111111101100110111001010000000001110110111101111110101111000011011011001111100100110001	54	Additive	novelty
28	1110000001111111111101100110111001010000000001110110001101111110101111000011011011001111100100110001	54	Additive	novelty
28	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100000110001	54	Additive	novelty
28	1110000001111111111101100100111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
28	1110000001111101111101100110111001010000000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
28	1110000001111111111101100110111001010000000001110110011101111110101111000010011011001111100100110001	54	Additive	novelty
28	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
28	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
28	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
28	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
29	1110100001111111111101100110111001010000000001110110011101111110101111000010011011001111100100110001	53	Additive	novelty
29	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100101110001	53	Additive	novelty
29	1110100001111111111101100110111001010000000001110110011101111110101111000111011011001111100100110001	51	Additive	novelty
29	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100100001	51	Additive	novelty
29	1110100001111111111101100110111001010000000001110110011101011110101111000011011011001111100100110001	53	Additive	novelty
29	1110100001111111111101100110111001010100000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
29	1110100001111111111101100110111001010000000001110110011101111111101111000011011011001111100100110001	51	Additive	novelty
29	1110100001111111111101100110111001010000000001110110011101111110101111000011011111001111100100110001	51	Additive	novelty
29	1110100001111111111101100100111001010000000001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
29	1110100001111111111101100110111001010000000001110110011101111110101111000001011011001111100100110001	51	Additive	novelty
30	1110100000111111111101100110111001010000000001110110011101111110101111000001011011001111100100110001	50	Additive	novelty
30	1110100001111111111101100110111001010001000001110110011101111110101111000001011011001111100100110001	50	Additive	novelty
30	1110101001111111111101100110111001010000000001110110011101111110101111000001011011001111100100110001	50	Additive	novelty
30	1110100001111111111101100110111001011000000001110110011101111110101111000001011011001111100100110001	50	Additive	novelty
