Generation	String	Fitness	Landscape	Algorithm
20	1111010001011011111101100010101001011110100101111010001001111110100111000010011101001010100100110001	78	Exponential	objective
21	0111010001010011111101100010101001011000100101111010001101111110100111000010010101001010100100100001	79	Exponential	objective
21	0111010001010011111101100010101001011000100100111010001101111110100111000010010101001010100100110001	79	Exponential	objective
21	1111010001011011111101100000101001011010100101111010001001111110100011000010011101001010100100110001	79	Exponential	objective
21	1111010001011011111111100010101001011010100101111010001001111110100011000010011101001010100100110001	79	Exponential	objective
21	1111010001011011111101101010101001011010100101111010001101111110100011000010011101001010100100100001	79	Exponential	objective
21	1111010001011011111111100010101001011010100101111010001101111110100001000010011101001010100100110001	79	Exponential	objective
21	1011010001011011111111100010101001011010100101111010001101111110100011000010011101001010100100110001	79	Exponential	objective
21	1111010001011011111111100010101001001010100101111010001101111110100011000010011101001010100100110001	79	Exponential	objective
21	1111011001011011111101100010101001011110100101111010001001111110100111000010011101001010100100110001	79	Exponential	objective
21	1111010001011011111111100010101001011110100101111010001001111110100111000010011101001010100100110001	79	Exponential	objective
22	1111010001011011111101101010101001011110100101111010001101111110100011000010011101001010100100100001	80	Exponential	objective
22	1111010001011011111111100010101001011010100101111010001111111110100001000010011101001010100100110001	80	Exponential	objective
22	1111010001011011111111100010101001011010100101111010001101111110100001100010011101001010100100110001	80	Exponential	objective
22	0111010001011011111111100010101001011010100101111010001101111110100001000010011101001010100100110001	80	Exponential	objective
22	1011010001011011111111100010101001011010100101111010001101111110100001000010011101001010100100110001	80	Exponential	objective
22	1111010001011011111111100010101001001010100101111010001101111110100011000010011101011010100100110001	80	Exponential	objective
22	1111010001011011111111100010101001001010100101111010001101111110100011000010011101001010100100110011	80	Exponential	objective
22	1111010001011011111111100010101001011110100101111010001001111110100111000010010101001010100100110001	80	Exponential	objective
22	1111010001011011111111100010101001011110100101111010000001111110100111000010011101001010100100110001	80	Exponential	objective
22	1111010001011011111111100010101001011110100101111010001001111110100111000010011101011010100100110001	80	Exponential	objective
23	1111010001011011111111100011101001001010100101111010001101111110100011000010011101011010100100110001	81	Exponential	objective
23	1111010001011011111111100010101001001010100101111011001101111110100011000010011101001010100100110011	81	Exponential	objective
