Generation	String	Fitness	Landscape	Algorithm
24	1110101011101110001101000011101001010000000001111100011110011110101011000110111011011011100110110001	71	Normal	combo
24	1110101011101110001101000010101001010000000001111100011110011110101011000110111011011011110110110001	71	Normal	combo
24	1110101011101110001101000010101001010000000011111100011110011110101011000110111011011011100110110001	71	Normal	combo
24	1110101011101110001101000010101001010000100001111100011110011110101011000110111011011011100110110001	71	Normal	combo
25	1110101011101110001101000010101001010000000011111100011110011110101011000110111011011011100100110001	70	Normal	combo
25	1110101011101110001101000010101001010000000011111100011110011110101011000110111011011011100110100001	72	Normal	combo
25	1110101011101110001101000010101001010000000011111100011110011110101011000110111011011011100010110001	72	Normal	combo
25	1110101011101110001101000010101001010000000011111100001110011110101011000110111011011011100110110001	72	Normal	combo
25	1110101011101110001101000010101001010000100001111100011110011110101011000110011011011011100110110001	70	Normal	combo
25	1110101011101110001101000010101001010000100001111100011110011110101011000110111011011011101110110001	72	Normal	combo
25	1110101011101110001101000010101001010000100001111100011110011110101011000110111011011011110110110001	72	Normal	combo
25	1110101011101110001101000110101001010000100001111100011110011110101011000110111011011011100110110001	70	Normal	combo
25	1110101011101110001101000010101101010000100001111100011110011110101011000110111011011011100110110001	72	Normal	combo
25	1110101011101010001101000010101001010000100001111100011110011110101011000110111011011011100110110001	72	Normal	combo
26	1110101011101110001101000010101101010000100001111100011110011010101011000110111011011011100110110001	73	Normal	combo
26	1110101011101110001101000010101101010010100001111100011110011110101011000110111011011011100110110001	73	Normal	combo
26	1110101011101110101101000010101101010000100001111100011110011110101011000110111011011011100110110001	71	Normal	combo
26	1110101011101110001101000010101101010000100001111100011110011110101011000010111011011011100110110001	71	Normal	combo
26	1110101011101110001101000010101101010000100001111100011110011010101011000110111011011011100110110001	73	Normal	combo
26	1110101011101010001101000010101001010000100001111100011110011110101011000100111011011011100110110001	73	Normal	combo
26	1110101011101010001101000010101001010000100001111100011100011110101011000110111011011011100110110001	71	Normal	combo
26	1110101011101000001101000010101001010000100001111100011110011110101011000110111011011011100110110001	73	Normal	combo
26	1110101011101010001101000010101001010000100001111100011110111110101011000110111011011011100110110001	71	Normal	combo
26	1110101011101010001101000000101001010000100001111100011110011110101011000110111011011011100110110001	73	Normal	combo
27	1110101011101000001101000010101001010000100001111110011110011110101011000110111011011011100110110001	72	Normal	combo
27	1110101011101000001101000010101001010010100001111100011110011110101011000110111011011011100110110001	74	Normal	combo
27	1110101011101010001101000010101001010000100001111100011110111110101011000110111011011011100110110000	72	Normal	combo
27	1110101011101010001101000010101001010000100001111100011110111110101011000110110011011011100110110001	72	Normal	combo
27	1110101011101010001101000010101001010000100001111100001110111110101011000110111011011011100110110001	72	Normal	combo
27	1110101011101010001101000010101001010000000001111100011110111110101011000110111011011011100110110001	70	Normal	combo
27	1110101011101010001101000010101001010000100001111100001110111110101011000110111011011011100110110001	72	Normal	combo
27	1110101011101010001101000000101001010000100011111100011110011110101011000110111011011011100110110001	74	Normal	combo
27	1110101011101010001101000000101001000000100001111100011110011110101011000110111011011011100110110001	74	Normal	combo
27	1110101011101010001101000000101001010010100001111100011110011110101011000110111011011011100110110001	74	Normal	combo
28	1110101011101010001101000001101001010000100011111100011110011110101011000110111011011011100110110001	75	Normal	combo
28	1110101011101010001101000000101001011000100011111100011110011110101011000110111011011011100110110001	75	Normal	combo
28	1110101011101011001101000000101001010000100011111100011110011110101011000110111011011011100110110001	73	Normal	combo
28	1110101111101010001101000000101001000000100001111100011110011110101011000110111011011011100110110001	75	Normal	combo
28	1110101011101010001101000000101001000000100001111100011110011110101011000100111011011011100110110001	75	Normal	combo
28	1110101011101010001101000000101011000000100001111100011110011110101011000110111011011011100110110001	75	Normal	combo
28	1110101011101110001101000000101001000000100001111100011110011110101011000110111011011011100110110001	73	Normal	combo
28	1110101011101010001101000000101001000000100001111100011110011110101011000110111011011011100110110000	75	Normal	combo
28	1110101011101010001101000000101001010010100001111100011110011010101011000110111011011011100110110001	75	Normal	combo
28	1110101011101010001101000000101001010010100101111100011110011110101011000110111011011011100110110001	75	Normal	combo
29	1110101011101010001101000000101001110010100001111100011110011010101011000110111011011011100110110001	76	Normal	combo
29	1110101011101010001101000000101011010010100001111100011110011010101011000110111011011011100110110001	76	Normal	combo
29	1110101011101010001101000000101001010010100001111100001110011010101011000110111011011011100110110001	76	Normal	combo
29	1110101011101010001101000000101001010010100101111000011110011110101011000110111011011011100110110001	76	Normal	combo
29	1110101011101010001101000000101001010010100101111100111110011110101011000110111011011011100110110001	76	Normal	combo
29	1110101011101010001101000000101001010010100101111110011110011110101011000110111011011011100110110001	74	Normal	combo
29	1110101011101010001101000000101001010010100101111100011110011110101011000110101011011011100110110001	76	Normal	combo
29	1110101011101010001101000000101001010010100101111100011110011110101011000110101011011011100110110001	76	Normal	combo
29	1110101011101010001101000000101001010010100101111100111110011110101011000110111011011011100110110001	76	Normal	combo
29	1110101011101010001101000000101001010010100001111100011110011110101011000110111011011011100110110001	74	Normal	combo
30	1110101011101010001101000000101001010010100101111100111110011110101011000110111011011011100111110001	77	Normal	combo
30	1110101011101000001101000000101001010010100101111100111110011110101011000110111011011011100110110001	77	Normal	combo
30	1110101011101010001101000000101001011010100101111100111110011110101011000110111011011011100110110001	77	Normal	combo
30	1110101011101010001101000000101001010010100101111100111110011110101011000110111011011011100110110000	77	Normal	combo
30	1110101011101010001101000000101001010010100101111100111110011110101011000110101011011011100110110001	77	Normal	combo
30	1110101111101010001101000000101001010010100101111100111110011110101011000110111011011011100110110001	77	Normal	combo
30	1110001011101010001101000000101001010010100001111100011110011110101011000110111011011011100110110001	73	Normal	combo
30	1110101011101010001101000000101011010010100001111100011110011110101011000110111011011011100110110001	75	Normal	combo
30	1110101011101010001101000000101001010010100001111100011110111110101011000110111011011011100110110001	73	Normal	combo
30	1110101011101010001101000000101001010010100001111100011110011110101011000110111011011010100110110001	73	Normal	combo
31	1110101011101010001101000000101001010010100101111100011110111110101011000110111011011011100110110001	74	Normal	combo
31	1110101011101010001101000000101001010010100001111100011100111110101011000110111011011011100110110001	72	Normal	combo
